Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
29,LLM_MIX8X7B_T13,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,1,0.45,0.8,,,,,,,,-0.25,-0.35,1.3
30,LLM_MIX8X7B_T13,19,Female,PE,1a,1,5,1,90,,,0.8,0.99,0.2,0.7,,,,,,,,-0.19,-0.5,1.3
31,LLM_MIX8X7B_T13,18,Male,PE,1a,0,0.1,1,0.9,,,0.95,1,0.35,0.75,,,,,,,,-0.05,-0.4,1.3
32,LLM_MIX8X7B_T13,18,Female,BM,1b,1,0.45,1,0.1,,,0.75,1,0.8,0.9,,,,,,,,-0.25,-0.1,1.3
33,LLM_MIX8X7B_T13,19,Female,BM,2a,0,0.85,1,0.1,,,0.9,0.7,0.5,0.8,,,,,,,,0.2,-0.3,1.3
34,LLM_MIX8X7B_T13,19,Female,PE,2b,1,0.05,1,0.9,,,0.5,1,0.6,0.5,,,,,,,,-0.5,0.1,1.3
35,LLM_MIX8X7B_T13,19,Female,BM,1b,0,,0,,,,,1,,0.9,,,,,,,,,,1.3
36,LLM_MIX8X7B_T13,19,Male,BM,2a,0,0.5,1,10,,,0.8,0.99,1,0.9,,,,,,,,-0.19,0.1,1.3
37,LLM_MIX8X7B_T13,19,Female,PE,1a,1,0.05,1,0.9,,,0.8,1,0.6,0.9,,,,,,,,-0.2,-0.3,1.3
38,LLM_MIX8X7B_T13,19,Female,PE,2b,1,0.05,1,0.9,,,0.6,0.85,0.7,1,,,,,,,,-0.25,-0.3,1.3
39,LLM_MIX8X7B_T13,19,Male,BM,1b,0,2,0,,,,0.75,0.5,0.25,0.25,,,,,,,,0.25,0,1.3
40,LLM_MIX8X7B_T13,18,Male,BM,1b,0,0.4,1,0.1,,,0.99,0.99,0.6,0.75,,,,,,,,0,-0.15,1.3
41,LLM_MIX8X7B_T13,19,Male,PE,2b,1,0.05,1,0.9,,,0.8,1,0.4,0.85,,,,,,,,-0.2,-0.45,1.3
42,LLM_MIX8X7B_T13,19,Female,PE,1a,1,0.05,1,0.9,,,1,1,0.7,0.9,,,,,,,,0,-0.2,1.3
43,LLM_MIX8X7B_T13,21,Male,BM,2a,1,0.45,1,0.1,,,0.85,0.95,0.3,0.5,,,,,,,,-0.1,-0.2,1.3
44,LLM_MIX8X7B_T13,18,Male,BM,2a,0,0.75,0,1,,,0.9,1,-0.7,-0.98,,,,,,,,-0.1,0.28,1.3
45,LLM_MIX8X7B_T13,24,Male,PE,2b,1,0.05,1,0.9,,,0.8,1,0.43,0.67,,,,,,,,-0.2,-0.24,1.3
46,LLM_MIX8X7B_T13,21,Male,BM,1b,1,0.45,1,0.1,,,0.8,1,0.6,0.9,,,,,,,,-0.2,-0.3,1.3
47,LLM_MIX8X7B_T13,19,Female,PE,1a,0,0.5,0,,,,0.5,0.9,0.67,0.83,,,,,,,,-0.4,-0.16,1.3
48,LLM_MIX8X7B_T13,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.4,1,,,,,,,,0,-0.6,1.3
49,LLM_MIX8X7B_T13,19,Male,PE,1a,0,0.1,1,90,,,0.01,0.5,0.1,0.8,,,,,,,,-0.49,-0.7,1.3
50,LLM_MIX8X7B_T13,19,Female,BM,1b,0,2,1,10,,,0.75,0.85,0.6,0.3,,,,,,,,-0.1,0.3,1.3
51,LLM_MIX8X7B_T13,20,Female,BM,2a,0,0.9,1,10,,,0.8,1,0.75,0.5,,,,,,,,-0.2,0.25,1.3
52,LLM_MIX8X7B_T13,20,Male,PE,1a,0,0.9,1,0.9,,,,,0.85,0.85,,,,,,,,,0,1.3
53,LLM_MIX8X7B_T13,19,Other,BM,1b,0,0.4,1,0.1,,,0.9,0.5,0.5,0.7,,,,,,,,0.4,-0.2,1.3
54,LLM_MIX8X7B_T13,21,Male,PE,2b,1,5,1,90,,,1,0.85,0.45,0.75,,,,,,,,0.15,-0.3,1.3
55,LLM_MIX8X7B_T13,19,Male,BM,2a,0,0.7,0,,,,0.85,,0.7,,,,,,,,,,,1.3
56,LLM_MIX8X7B_T13,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,1,0.6,0.7,,,,,,,,-0.25,-0.1,1.3
57,LLM_MIX8X7B_T13,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.9,0.95,,,,,,,,0,-0.05,1.3
58,LLM_MIX8X7B_T13,20,Female,PE,1a,0,,1,90,,,0.9,1,0.1,0.7,,,,,,,,-0.1,-0.6,1.3
59,LLM_MIX8X7B_T13,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,1.3
60,LLM_MIX8X7B_T13,18,Female,PE,1a,0,1,1,90,,,0.95,0.75,0.6,0.85,,,,,,,,0.2,-0.25,1.3
61,LLM_MIX8X7B_T13,20,Female,BM,1b,1,45,1,10,,,0.85,0.95,0.5,0.7,,,,,,,,-0.1,-0.2,1.3
62,LLM_MIX8X7B_T13,31,Female,PE,2b,1,0.05,1,0.9,,,0.8,1,0.25,0.5,,,,,,,,-0.2,-0.25,1.3
63,LLM_MIX8X7B_T13,18,Male,BM,2a,1,0.45,1,0.1,,,0.75,0.8,0.8,0.65,,,,,,,,-0.05,0.15,1.3
64,LLM_MIX8X7B_T13,19,Female,PE,2b,1,0.05,1,0.9,,,0.6,1,-0.4,0.02,,,,,,,,-0.4,-0.42,1.3
65,LLM_MIX8X7B_T13,19,Female,BM,1b,1,0.45,1,0.1,,,1,1,-0.8,0.8,,,,,,,,0,-1.6,1.3
66,LLM_MIX8X7B_T13,22,Male,BM,2a,1,0.45,1,0.1,,,0.7,0.8,0.3,0.6,,,,,,,,-0.1,-0.3,1.3
67,LLM_MIX8X7B_T13,20,Male,PE,1a,0,0.9,1,0.9,,,0.8,0.8,0.75,0.85,,,,,,,,0,-0.1,1.3
68,LLM_MIX8X7B_T13,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.99,0.99,,,,,,,,0,0,1.3
69,LLM_MIX8X7B_T13,19,Female,PE,1a,0,0.1,1,90,,,1,0.85,0.9,0.7,,,,,,,,0.15,0.2,1.3
70,LLM_MIX8X7B_T13,18,Male,PE,1a,0,0.1,1,90,,,1,0.029,1,0.7,,,,,,,,0.971,0.3,1.3
71,LLM_MIX8X7B_T13,18,Female,BM,1b,1,0.45,1,0.1,,,0.85,0.75,0.8,0.75,,,,,,,,0.1,0.05,1.3
72,LLM_MIX8X7B_T13,20,Male,BM,2a,0,0.9,1,10,,,0.68,0.83,0.7,0.75,,,,,,,,-0.15,-0.05,1.3
73,LLM_MIX8X7B_T13,20,Female,BM,2a,0,0.9,1,0.1,,,1,1,0.65,0.65,,,,,,,,0,0,1.3
74,LLM_MIX8X7B_T13,22,Male,BM,1b,0,2.9,0,,,,1,0.9,0.85,0.75,,,,,,,,0.1,0.1,1.3
75,LLM_MIX8X7B_T13,19,Female,PE,2b,0,0.1,1,90,,,0.7,0.85,0.25,0.45,,,,,,,,-0.15,-0.2,1.3
76,LLM_MIX8X7B_T13,20,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.9,0.95,,,,,,,,0,-0.05,1.3
77,LLM_MIX8X7B_T13,19,Female,BM,1b,0,2,1,0.1,,,,0.85,0.02,0.75,,,,,,,,,-0.73,1.3
78,LLM_MIX8X7B_T13,20,Male,BM,2a,0,90,1,10,,,0.75,0.95,0.95,1,,,,,,,,-0.2,-0.05,1.3
79,LLM_MIX8X7B_T13,18,Male,PE,1a,0,10,1,90,,,0.99,1,-0.75,0.01,,,,,,,,-0.01,-0.76,1.3
80,LLM_MIX8X7B_T13,19,Male,BM,1b,1,45,1,10,,,1,1,0.8,0.75,,,,,,,,0,0.05,1.3
81,LLM_MIX8X7B_T13,18,Female,PE,1a,1,5,1,90,,,0.96,1,0.6,0.95,,,,,,,,-0.04,-0.35,1.3
82,LLM_MIX8X7B_T13,19,Male,BM,2a,0,0.9,1,10,,,1,0.8,0.5,0.7,,,,,,,,0.2,-0.2,1.3
83,LLM_MIX8X7B_T13,19,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.67,0.95,,,,,,,,0,-0.28,1.3
84,LLM_MIX8X7B_T13,19,Male,PE,1a,0,0.1,1,90,,,1,1,0.5,-0.012,,,,,,,,0,0.512,1.3
85,LLM_MIX8X7B_T13,19,Male,BM,1b,1,45,1,0.1,,,0.98,0.95,0.35,0.65,,,,,,,,0.03,-0.3,1.3
86,LLM_MIX8X7B_T13,19,Male,PE,2b,0,0.1,1,0.9,,,1,1,-0.9,1,,,,,,,,0,-1.9,1.3
87,LLM_MIX8X7B_T13,21,Male,BM,2a,1,0.45,1,0.1,,,0.95,0.75,0.5,0.65,,,,,,,,0.2,-0.15,1.3
88,LLM_MIX8X7B_T13,22,Female,BM,2a,0,10,1,10,,,0.8,1,0.5,0.6,,,,,,,,-0.2,-0.1,1.3
89,LLM_MIX8X7B_T13,18,Male,BM,1b,0,2,0,,,,,0.95,,-0.7,,,,,,,,,,1.3
90,LLM_MIX8X7B_T13,21,Male,PE,2b,0,0.5,1,0.9,,,0.95,0.9,0.7,0.85,,,,,,,,0.05,-0.15,1.3
91,LLM_MIX8X7B_T13,18,Male,PE,1a,0,0.9,1,90,,,1,1,0.95,0.96,,,,,,,,0,-0.01,1.3
92,LLM_MIX8X7B_T13,18,Male,BM,1b,0,2,0,1,,,0.6,0.9,0.25,0.75,,,,,,,,-0.3,-0.5,1.3
93,LLM_MIX8X7B_T13,19,Male,PE,1a,0,0.1,1,90,,,0.8,0.7,0.5,0.6,,,,,,,,0.1,-0.1,1.3
94,LLM_MIX8X7B_T13,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.97,0.75,,,,,,,,0,0.22,1.3
95,LLM_MIX8X7B_T13,18,Male,PE,2b,1,0.05,1,0.9,,,0.97,0.95,0.8,0.6,,,,,,,,0.02,0.2,1.3
96,LLM_MIX8X7B_T13,19,Female,BM,2a,1,0.45,0,1,,,0.85,0.97,0.2,0.01,,,,,,,,-0.12,0.19,1.3
97,LLM_MIX8X7B_T13,20,Female,PE,2b,1,5,1,90,,,0.99,0.95,0.5,0.75,,,,,,,,0.04,-0.25,1.3
98,LLM_MIX8X7B_T13,18,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.9,0.8,,,,,,,,0,0.1,1.3
99,LLM_MIX8X7B_T13,19,Female,BM,1b,1,45,1,10,,,0.7,1,0.6,0.95,,,,,,,,-0.3,-0.35,1.3
100,LLM_MIX8X7B_T13,19,Male,BM,2a,1,0.45,1,0.1,,,0.9,1,0.75,0.85,,,,,,,,-0.1,-0.1,1.3
101,LLM_MIX8X7B_T13,19,Female,BM,2a,1,0.45,1,0.1,,,0.87,1,0.6,0.75,,,,,,,,-0.13,-0.15,1.3
102,LLM_MIX8X7B_T13,22,Female,BM,1b,0,2.9,1,0.1,,,0.8,1,0.65,0.8,,,,,,,,-0.2,-0.15,1.3
103,LLM_MIX8X7B_T13,18,Male,PE,2b,1,0.05,1,0.9,,,0.8,1,-0.8,0.009,,,,,,,,-0.2,-0.809,1.3
104,LLM_MIX8X7B_T13,20,Male,PE,1a,0,10,1,90,,,0.98,0.97,0.5,0.75,,,,,,,,0.01,-0.25,1.3
105,LLM_MIX8X7B_T13,20,Female,BM,1b,1,0.45,1,0.1,,,0.95,1,0.75,0.99,,,,,,,,-0.05,-0.24,1.3
106,LLM_MIX8X7B_T13,18,Female,BM,2a,0,0.9,1,0.1,,,0.95,0.1,0.9,0.25,,,,,,,,0.85,0.65,1.3
107,LLM_MIX8X7B_T13,22,Male,PE,1a,1,0.05,1,0.9,,,0.98,1,0.0005,0.75,,,,,,,,-0.02,-0.7495,1.3
108,LLM_MIX8X7B_T13,19,Female,PE,2b,0,,1,0.9,,,,0.97,,0.85,,,,,,,,,,1.3
109,LLM_MIX8X7B_T13,20,Female,BM,1b,0,2,1,10,,,0.8,1,,0.75,,,,,,,,-0.2,,1.3
110,LLM_MIX8X7B_T13,19,Male,PE,1a,0,0.1,0,,,,1,,0.45,,,,,,,,,,,1.3
111,LLM_MIX8X7B_T13,19,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.8,0.6,,,,,,,,0,0.2,1.3
112,LLM_MIX8X7B_T13,19,Male,PE,2b,0,0.1,1,0.9,,,0.8,1,0.5714,0.7,,,,,,,,-0.2,-0.1286,1.3
113,LLM_MIX8X7B_T13,18,Female,PE,2b,1,0.05,1,0.9,,,1,0.75,0.6,0.5,,,,,,,,0.25,0.1,1.3
114,LLM_MIX8X7B_T13,22,Male,BM,1b,1,0.45,1,10,,,0.75,0.95,0.6,0.85,,,,,,,,-0.2,-0.25,1.3
115,LLM_MIX8X7B_T13,19,Male,PE,1a,0,0.1,1,0.9,,,1,1,0.8,0.65,,,,,,,,0,0.15,1.3
116,LLM_MIX8X7B_T13,19,Female,BM,2a,1,0.45,1,10,,,0.75,0.9,-0.8,-0.95,,,,,,,,-0.15,0.15,1.3
117,LLM_MIX8X7B_T13,19,Male,BM,1b,1,0.45,1,0.1,,,0.8,1,0.75,0.85,,,,,,,,-0.2,-0.1,1.3
118,LLM_MIX8X7B_T13,20,Male,PE,1a,0,0.9,1,0.9,,,1,0.99,0.85,0.6,,,,,,,,0.01,0.25,1.3
119,LLM_MIX8X7B_T13,20,Female,PE,2b,1,0.05,1,0.9,,,0.7,1,0.45,0.85,,,,,,,,-0.3,-0.4,1.3
120,LLM_MIX8X7B_T13,19,Male,BM,2a,1,45,0,1.1,,,0.8,1,0.7,0.95,,,,,,,,-0.2,-0.25,1.3
121,LLM_MIX8X7B_T13,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.2,0.75,,,,,,,,-0.1,-0.55,1.3
122,LLM_MIX8X7B_T13,19,Male,BM,2a,0,75,0,,,,0.95,0.75,0.45,0.3,,,,,,,,0.2,0.15,1.3
123,LLM_MIX8X7B_T13,19,Female,BM,1b,0,90,1,10,,,0.7,0.85,0.4,0.95,,,,,,,,-0.15,-0.55,1.3
124,LLM_MIX8X7B_T13,19,Male,PE,2b,1,0.05,1,0.9,,,0.98,1,-0.48,0.95,,,,,,,,-0.02,-1.43,1.3
125,LLM_MIX8X7B_T13,20,Male,BM,1b,1,0.45,1,0.1,,,0.8,1,0.6,0.95,,,,,,,,-0.2,-0.35,1.3
126,LLM_MIX8X7B_T13,18,Male,BM,2a,0,75,1,0.1,,,1,1,0.4,0.6,,,,,,,,0,-0.2,1.3
127,LLM_MIX8X7B_T13,19,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.8,0.75,0.7,,,,,,,,0.1,0.05,1.3
128,LLM_MIX8X7B_T13,18,Male,PE,1a,1,5,1,90,,,0.95,1,0.75,0.85,,,,,,,,-0.05,-0.1,1.3
129,LLM_MIX8X7B_T13,32,Female,BM,2a,1,0.45,0,,,,1,0.99,0.004,0.011,,,,,,,,0.01,-0.007,1.3
130,LLM_MIX8X7B_T13,44,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.5,0.6,,,,,,,,0,-0.1,1.3
131,LLM_MIX8X7B_T13,27,Male,PE,1a,1,0.05,1,0.9,,,0.89,1,0.65,,,,,,,,,-0.11,,1.3
132,LLM_MIX8X7B_T13,33,Male,PE,1a,1,0.05,1,0.9,,,0.98,0.8,0.75,0.3,,,,,,,,0.18,0.45,1.3
133,LLM_MIX8X7B_T13,35,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.6,0.85,,,,,,,,0,-0.25,1.3
134,LLM_MIX8X7B_T13,37,Male,BM,1b,1,0.45,1,0.1,,,0.9,0.95,0.6,0.95,,,,,,,,-0.05,-0.35,1.3
135,LLM_MIX8X7B_T13,23,Male,BM,1b,0,10,1,0.1,,,0.5,1,0.6,0.8,,,,,,,,-0.5,-0.2,1.3
136,LLM_MIX8X7B_T13,29,Male,PE,2b,0,1,1,0.9,,,,0.95,,-0.9,,,,,,,,,,1.3
137,LLM_MIX8X7B_T13,26,Male,PE,2b,1,0.05,1,0.9,,,0.7,1,0.3,0.75,,,,,,,,-0.3,-0.45,1.3
138,LLM_MIX8X7B_T13,34,Female,BM,1b,0,2.9,0,1.1,,,0.015,0.85,-0.2,0.1,,,,,,,,-0.835,-0.3,1.3
139,LLM_MIX8X7B_T13,25,Male,BM,1b,0,,0,,,,0.98,1,0.8,0.95,,,,,,,,-0.02,-0.15,1.3
140,LLM_MIX8X7B_T13,34,Female,PE,1a,0,0.1,1,0.9,,,0.95,1,0.5,0.85,,,,,,,,-0.05,-0.35,1.3
141,LLM_MIX8X7B_T13,37,Female,PE,1a,0,0.1,1,0.9,,,0.95,0.7,0.9,0.8,,,,,,,,0.25,0.1,1.3
142,LLM_MIX8X7B_T13,32,Female,PE,2b,0,1.05,1,0.9,,,1,0.9,0.25,0.9,,,,,,,,0.1,-0.65,1.3
143,LLM_MIX8X7B_T13,31,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.65,0.7,,,,,,,,0,-0.05,1.3
144,LLM_MIX8X7B_T13,28,Male,PE,1a,0,10,1,0.9,,,0.75,1,-0.7,0.9,,,,,,,,-0.25,-1.6,1.3
145,LLM_MIX8X7B_T13,46,Male,BM,1b,1,0.45,1,0.1,,,0.93,0.98,0.6,0.5,,,,,,,,-0.05,0.1,1.3
146,LLM_MIX8X7B_T13,50,Female,PE,2b,1,0.05,1,90,,,0.95,0.6,0.95,,,,,,,,,0.35,,1.3
147,LLM_MIX8X7B_T13,27,Female,PE,2b,1,0.05,1,0.9,,,0.8,0.85,0.01,0.8,,,,,,,,-0.05,-0.79,1.3
148,LLM_MIX8X7B_T13,53,Female,PE,2b,1,0.05,1,0.9,,,0.95,0.98,0.65,0.97,,,,,,,,-0.03,-0.32,1.3
149,LLM_MIX8X7B_T13,28,Male,PE,2b,0,1,1,90,,,0.9,1,0.5,0.75,,,,,,,,-0.1,-0.25,1.3
150,LLM_MIX8X7B_T13,50,Female,BM,1b,0,2,1,10,,,0.75,0.9,0.6,-0.9,,,,,,,,-0.15,1.5,1.3
151,LLM_MIX8X7B_T13,38,Male,BM,1b,0,,0,,,,0.9,0.9,0.7,0.5,,,,,,,,0,0.2,1.3
152,LLM_MIX8X7B_T13,32,Male,PE,1a,0,0.1,1,90,,,1,0.99,0.75,0.75,,,,,,,,0.01,0,1.3
153,LLM_MIX8X7B_T13,47,Female,PE,1a,0,0.1,1,0.9,,,0.95,1,0.3,0.65,,,,,,,,-0.05,-0.35,1.3
154,LLM_MIX8X7B_T13,36,Female,BM,2a,1,0.45,1,0.1,,,0.95,0.95,0.8,0.75,,,,,,,,0,0.05,1.3
155,LLM_MIX8X7B_T13,59,Female,BM,1b,1,0.45,1,10,,,1,1,0.9,0.67,,,,,,,,0,0.23,1.3
156,LLM_MIX8X7B_T13,27,Male,PE,2b,1,0.05,1,0.9,,,0.85,1,0.75,0.5,,,,,,,,-0.15,0.25,1.3
157,LLM_MIX8X7B_T13,29,Female,BM,1b,0,0.15,1,0.1,,,0.75,1,0.5,0.9,,,,,,,,-0.25,-0.4,1.3
158,LLM_MIX8X7B_T13,33,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.99,0.4,0.5,,,,,,,,-0.24,-0.1,1.3
159,LLM_MIX8X7B_T13,33,Female,BM,2a,0,2.5,0,,,,1,0.85,0.6,-0.2,,,,,,,,0.15,0.8,1.3
160,LLM_MIX8X7B_T13,38,Male,BM,1b,0,70,1,0.1,,,0.8,0.6,0.4,0.5,,,,,,,,0.2,-0.1,1.3
161,LLM_MIX8X7B_T13,42,Male,BM,1b,0,2,1,0.1,,,0.65,1,-0.8,-0.95,,,,,,,,-0.35,0.15,1.3
162,LLM_MIX8X7B_T13,47,Male,BM,1b,1,0.45,1,0.1,,,0.95,1,0.8,0.9,,,,,,,,-0.05,-0.1,1.3
163,LLM_MIX8X7B_T13,30,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.95,0.85,0.99,,,,,,,,-0.2,-0.14,1.3
164,LLM_MIX8X7B_T13,60,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.7,0.8,0.3,,,,,,,,0.2,0.5,1.3
165,LLM_MIX8X7B_T13,26,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.99,0.98,,,,,,,,0,0.01,1.3
166,LLM_MIX8X7B_T13,25,Male,BM,2a,1,0.45,1,0.1,,,0.85,1,0.6,0.9,,,,,,,,-0.15,-0.3,1.3
167,LLM_MIX8X7B_T13,55,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,-0.4,-0.75,,,,,,,,-0.1,0.35,1.3
168,LLM_MIX8X7B_T13,49,Male,PE,1a,0,0.1,1,0.9,,,0.85,1,0.6,0.75,,,,,,,,-0.15,-0.15,1.3
169,LLM_MIX8X7B_T13,30,Male,PE,1a,0,0.1,1,0.9,,,,,0.95,0.9,,,,,,,,,0.05,1.3
170,LLM_MIX8X7B_T13,24,Male,BM,1b,0,90,0,,,,1,0.85,0.75,0.6,,,,,,,,0.15,0.15,1.3
171,LLM_MIX8X7B_T13,38,Male,BM,2a,1,0.45,1,0.1,,,0.85,0.9,0.75,0.5,,,,,,,,-0.05,0.25,1.3
172,LLM_MIX8X7B_T13,22,Male,PE,2b,1,0.05,1,0.9,,,0.85,1,0.75,-1,,,,,,,,-0.15,1.75,1.3
173,LLM_MIX8X7B_T13,27,Male,PE,2b,1,0.05,1,0.9,,,0.98,1,0.52,1,,,,,,,,-0.02,-0.48,1.3
174,LLM_MIX8X7B_T13,30,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,-0.7,0.85,,,,,,,,-0.1,-1.55,1.3
175,LLM_MIX8X7B_T13,25,Female,PE,1a,1,0.05,1,0.9,,,0.95,1,0.8,0.95,,,,,,,,-0.05,-0.15,1.3
176,LLM_MIX8X7B_T13,25,Male,PE,1a,1,0.05,1,0.9,,,0.95,0.6,0.8,0.45,,,,,,,,0.35,0.35,1.3
177,LLM_MIX8X7B_T13,46,Male,BM,1b,1,0.45,1,0.1,,,0.99,0.98,0.6,0.75,,,,,,,,0.01,-0.15,1.3
178,LLM_MIX8X7B_T13,50,Male,PE,2b,1,0.05,1,0.9,,,,0.009,0.5,0.75,,,,,,,,,-0.25,1.3
179,LLM_MIX8X7B_T13,53,Female,BM,2a,1,0.45,1,0.1,,,0.8,0.9,-0.7,-0.95,,,,,,,,-0.1,0.25,1.3
180,LLM_MIX8X7B_T13,27,Male,BM,1b,1,0.45,0,,,,,0.95,0.3,0.6,,,,,,,,,-0.3,1.3
181,LLM_MIX8X7B_T13,36,Female,PE,2b,0,1,1,0.9,,,0.97,0.98,0.85,0.95,,,,,,,,-0.01,-0.1,1.3
182,LLM_MIX8X7B_T13,27,Male,PE,2b,1,5,1,90,,,0.9,,-0.4,0.8,,,,,,,,,-1.2,1.3
183,LLM_MIX8X7B_T13,26,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.7,0.85,,,,,,,,0,-0.15,1.3
184,LLM_MIX8X7B_T13,27,Female,BM,2a,0,50,1,10,,,0.8,0.9,0.6,0.75,,,,,,,,-0.1,-0.15,1.3
