Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
34,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
35,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
36,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
37,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
38,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
39,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
40,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
41,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
42,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
43,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
44,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
45,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
46,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
47,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
48,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
49,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
50,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
51,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
52,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
53,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
54,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
55,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
56,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
57,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
58,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
59,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
60,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
61,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
62,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
63,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
64,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
65,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
66,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
67,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
68,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
69,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
70,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
71,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
72,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
73,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
74,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
75,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
76,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
77,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
78,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
79,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
80,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
81,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
82,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
83,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
84,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
85,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
86,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
87,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
88,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
89,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
90,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
91,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
92,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
93,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
94,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
95,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
96,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
97,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
98,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
99,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
100,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
101,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
102,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
103,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
104,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
105,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
106,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
107,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
108,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.1
109,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.2
110,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.4
111,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.8
112,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1.6
113,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,3.2
114,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.1
115,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.2
116,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.4
117,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.8
118,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1.6
119,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,3.2
120,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.3
121,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.5
122,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.6
123,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.7
124,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.9
125,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1
126,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.3
127,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.5
128,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.6
129,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.7
130,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.9
131,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1
132,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.3
133,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.5
134,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.6
135,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.7
136,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.9
137,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1
138,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.3
139,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.5
140,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.6
141,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.7
142,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.9
143,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1
144,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.3
145,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.5
146,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.6
147,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.7
148,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.9
149,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,1
150,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.3
151,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.5
152,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.6
153,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.7
154,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,0.9
155,SONA,22,Male,PE,1a,1,0.05,1,0.9,374.151,206.036,0.9,0.9,0.5,0.9,1,0,1,0,2.57421,2.31605,0.25816,0,-0.4,1
156,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.3
157,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.5
158,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.6
159,SONA,22,Female,PE,1a,1,0.05,1,0.9,53.242,17.083,0.99,0.99,0.99,0.99,1,0,1,0,1.73434,1.25727,0.477065,0,0,0.7
