Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
53,LLM_L2WVU70,19,Other,BM,1b,0,0.6,1,0.1,,,0.71,0.58,0.49,0.43,,,,,,,,0.13,0.06
54,LLM_L2WVU70,21,Male,PE,2b,0,0.3,0,0.45,,,0.65,0.85,0.7,0.7,,,,,,,,-0.2,0
55,LLM_L2WVU70,19,Male,BM,2a,0,0.9,1,0.1,,,0.75,0.9,0.8,0.9,,,,,,,,-0.15,-0.1
56,LLM_L2WVU70,18,Female,BM,2a,0,0.5,1,0.1,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
57,LLM_L2WVU70,18,Female,PE,2b,0,60,1,90,,,1,1,0.85,0.75,,,,,,,,0,0.1
58,LLM_L2WVU70,20,Female,PE,1a,1,5,1,90,,,0.97,0.84,0.8,0.93,,,,,,,,0.13,-0.13
59,LLM_L2WVU70,18,Female,BM,1b,0,1,1,10,,,0.9,0.95,0.8,0.75,,,,,,,,-0.05,0.05
60,LLM_L2WVU70,18,Female,PE,1a,0,11,0,2.9,,,0.75,0.8,0.3,0.5,,,,,,,,-0.05,-0.2
61,LLM_L2WVU70,20,Female,BM,1b,0,40,1,10,,,0.75,0.8,0.63,0.65,,,,,,,,-0.05,-0.02
62,LLM_L2WVU70,31,Female,PE,2b,0,0.65,1,90,,,0.73,0.85,0.7,0.64,,,,,,,,-0.12,0.06
63,LLM_L2WVU70,18,Male,BM,2a,0,0.35,1,0.1,,,0.76,1,0.44,1,,,,,,,,-0.24,-0.56
64,LLM_L2WVU70,19,Female,PE,2b,0,60,1,90,,,0.85,0.75,0.4,0.35,,,,,,,,0.1,0.05
65,LLM_L2WVU70,19,Female,BM,1b,0,40,1,10,,,0.6,0.75,0.6,0.85,,,,,,,,-0.15,-0.25
66,LLM_L2WVU70,22,Male,BM,2a,1,45,1,10,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
67,LLM_L2WVU70,20,Male,PE,1a,1,5,0,40,,,0.75,0.65,0.98,0.98,,,,,,,,0.1,0
68,LLM_L2WVU70,18,Female,PE,2b,0,0.1,1,0.9,,,0.43,0.75,0.28,0.36,,,,,,,,-0.32,-0.08
69,LLM_L2WVU70,19,Female,PE,1a,1,5,0,35,,,0.7,0.8,0.2,0.6,,,,,,,,-0.1,-0.4
70,LLM_L2WVU70,18,Male,PE,1a,0,0.5,1,0.9,,,1,1,0.97,0.84,,,,,,,,0,0.13
71,LLM_L2WVU70,18,Female,BM,1b,0,70,1,10,,,0.95,0.95,0.85,0.65,,,,,,,,0,0.2
72,LLM_L2WVU70,20,Male,BM,2a,0,0.5,1,0.1,,,0.85,0.87,0.63,0.75,,,,,,,,-0.02,-0.12
73,LLM_L2WVU70,20,Female,BM,2a,0,1.8,1,0.1,,,0.67,0.93,0.45,0.6,,,,,,,,-0.26,-0.15
74,LLM_L2WVU70,22,Male,BM,1b,0,40,1,10,,,0.75,0.8,0.55,0.65,,,,,,,,-0.05,-0.1
75,LLM_L2WVU70,19,Female,PE,2b,0,0.4,1,0.9,,,0.5,0.75,0.36,0.68,,,,,,,,-0.25,-0.32
76,LLM_L2WVU70,20,Female,PE,2b,0,0.1,1,0.9,,,0.9,0.85,0.64,0.76,,,,,,,,0.05,-0.12
77,LLM_L2WVU70,19,Female,BM,1b,1,0.45,1,10,,,0.63,0.85,0.64,0.72,,,,,,,,-0.22,-0.08
78,LLM_L2WVU70,20,Male,BM,2a,0,50,1,10,,,0.85,1,0.75,1,,,,,,,,-0.15,-0.25
79,LLM_L2WVU70,18,Male,PE,1a,0,1.45,0,2,,,0.9223,0.884,0.6473,0.9188,,,,,,,,0.0383,-0.2715
80,LLM_L2WVU70,19,Male,BM,1b,0,0,0,0,,,0.4,0.65,0.73,0.82,,,,,,,,-0.25,-0.09
81,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,0.3,0.7,0.2,0.6,,,,,,,,-0.4,-0.4
82,LLM_L2WVU70,19,Male,BM,2a,0,0.5,1,0.1,,,0.6,0.7,0.8,0.9,,,,,,,,-0.1,-0.1
83,LLM_L2WVU70,19,Male,PE,2b,0,0.4,0,0.5,,,0.7,0.8,0.5,0.6,,,,,,,,-0.1,-0.1
84,LLM_L2WVU70,19,Male,PE,1a,0,,1,0.9,,,0.5,0.8,0.7,0.95,,,,,,,,-0.3,-0.25
85,LLM_L2WVU70,19,Male,BM,1b,1,0.45,1,0.1,,,,,0.7,0.5,,,,,,,,,0.2
86,LLM_L2WVU70,19,Male,PE,2b,0,60,1,90,,,0.4,0.5,0.8,0.7,,,,,,,,-0.1,0.1
87,LLM_L2WVU70,21,Male,BM,2a,0,,0,,,,,,,,,,,,,,,,
88,LLM_L2WVU70,22,Female,BM,2a,0,1,0,2,,,0.5,0.3,0.6,0.7,,,,,,,,0.2,-0.1
89,LLM_L2WVU70,18,Male,BM,1b,0,1.45,1,10,,,0.7,0.9,0.65,0.5,,,,,,,,-0.2,0.15
90,LLM_L2WVU70,21,Male,PE,2b,0,0.3,0,0.5,,,0.8,0.85,0.6,0.7,,,,,,,,-0.05,-0.1
91,LLM_L2WVU70,18,Male,PE,1a,0,20,1,90,,,0.95,0.8,0.3,0.6,,,,,,,,0.15,-0.3
92,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.7,0.95,0.8,0.6,,,,,,,,-0.25,0.2
93,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.8,0.4,0.7,0.6,,,,,,,,0.4,0.1
94,LLM_L2WVU70,18,Male,BM,2a,1,45,1,10,,,0.7,1,0.3,0.99,,,,,,,,-0.3,-0.69
95,LLM_L2WVU70,18,Male,PE,2b,0,10,1,90,,,0.8,0.75,0.4,0.6,,,,,,,,0.05,-0.2
96,LLM_L2WVU70,19,Female,BM,2a,0,70,1,10,,,0.8,0.6,0.5,0.7,,,,,,,,0.2,-0.2
97,LLM_L2WVU70,20,Female,PE,2b,0,0.45,1,0.9,,,0.75,0.85,0.3,0.6,,,,,,,,-0.1,-0.3
98,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.75,0.9,0.25,0.8,,,,,,,,-0.15,-0.55
99,LLM_L2WVU70,19,Female,BM,1b,0,0.5,1,10,,,0.6,0.75,0.4,0.8,,,,,,,,-0.15,-0.4
100,LLM_L2WVU70,19,Male,BM,2a,0,0.5,1,0.1,,,0.8,0.8,0.6,0.7,,,,,,,,0,-0.1
101,LLM_L2WVU70,19,Female,BM,2a,0,0.5,1,0.1,,,0.75,0.75,0.8,0.8,,,,,,,,0,0
102,LLM_L2WVU70,22,Female,BM,1b,0,50,0,20,,,0.85,0.65,0.83,0.74,,,,,,,,0.2,0.09
103,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,0.9,,,0.43,0.65,0.85,0.75,,,,,,,,-0.22,0.1
104,LLM_L2WVU70,20,Male,PE,1a,1,5,1,90,,,0.89,0.74,0.64,0.32,,,,,,,,0.15,0.32
105,LLM_L2WVU70,20,Female,BM,1b,0,0.9,1,0.1,,,0.45,0.95,0.65,0.85,,,,,,,,-0.5,-0.2
106,LLM_L2WVU70,18,Female,BM,2a,0,0.5,1,0.1,,,0.7,0.7,0.6,0.8,,,,,,,,0,-0.2
107,LLM_L2WVU70,22,Male,PE,1a,0,2.05,1,0.9,,,0.95,1,0.8,1,,,,,,,,-0.05,-0.2
108,LLM_L2WVU70,19,Female,PE,2b,0,0.45,0,1.9,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
109,LLM_L2WVU70,20,Female,BM,1b,0,0.4,1,10,,,0.7,0.6,0.8,0.35,,,,,,,,0.1,0.45
110,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.85,0.75,0.6,0.4,,,,,,,,0.1,0.2
111,LLM_L2WVU70,19,Female,BM,2a,0,75,1,10,,,0.86,0.93,0.46,0.74,,,,,,,,-0.07,-0.28
112,LLM_L2WVU70,19,Male,PE,2b,0,,1,0.9,,,0.13,0.67,0.43,0.55,,,,,,,,-0.54,-0.12
113,LLM_L2WVU70,18,Female,PE,2b,1,5,1,90,,,0.6,0.5,0.8,0.75,,,,,,,,0.1,0.05
114,LLM_L2WVU70,22,Male,BM,1b,0,40,1,10,,,0.8,0.8,0.6,0.75,,,,,,,,0,-0.15
115,LLM_L2WVU70,19,Male,PE,1a,0,0.5,1,0.9,,,0.63,0.78,0.84,0.91,,,,,,,,-0.15,-0.07
116,LLM_L2WVU70,19,Female,BM,2a,0,,1,10,,,0.85,0.7,0.5,0.4,,,,,,,,0.15,0.1
117,LLM_L2WVU70,19,Male,BM,1b,0,0.9,1,0.1,,,0.6,0.75,0.35,0.25,,,,,,,,-0.15,0.1
118,LLM_L2WVU70,20,Male,PE,1a,1,5,0,45,,,0.9,1,0.8,0.97,,,,,,,,-0.1,-0.17
119,LLM_L2WVU70,20,Female,PE,2b,0,50,0,1.9,,,0.75,0.85,0.35,0.6,,,,,,,,-0.1,-0.25
120,LLM_L2WVU70,19,Male,BM,2a,0,0.75,1,0.1,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
121,LLM_L2WVU70,18,Female,PE,1a,0,0.55,1,0.9,,,0.92,0.9,0.76,0.84,,,,,,,,0.02,-0.08
122,LLM_L2WVU70,19,Male,BM,2a,0,0.35,1,0.1,,,0.85,0.65,0.7,0.9,,,,,,,,0.2,-0.2
123,LLM_L2WVU70,19,Female,BM,1b,0,,0,,,,0.36,0.75,0.42,0.28,,,,,,,,-0.39,0.14
124,LLM_L2WVU70,19,Male,PE,2b,0,60,1,90,,,0.7,0.8,0.35,0.45,,,,,,,,-0.1,-0.1
125,LLM_L2WVU70,20,Male,BM,1b,0,50,1,10,,,0.65,0.95,0.75,0.8,,,,,,,,-0.3,-0.05
126,LLM_L2WVU70,18,Male,BM,2a,0,70,1,10,,,0.95,0.9,0.6,0.8,,,,,,,,0.05,-0.2
127,LLM_L2WVU70,19,Male,PE,1a,0,0.55,1,0.9,,,0.87,0.86,0.64,0.73,,,,,,,,0.01,-0.09
128,LLM_L2WVU70,18,Male,PE,1a,0,25,0,40,,,0.9,0.8,0.73,0.68,,,,,,,,0.1,0.05
129,LLM_L2WVU70,32,Female,BM,2a,0,50,1,10,,,0.75,0.85,0.65,0.9,,,,,,,,-0.1,-0.25
130,LLM_L2WVU70,44,Male,PE,1a,1,5,1,90,,,0.96,0.97,0.82,0.93,,,,,,,,-0.01,-0.11
131,LLM_L2WVU70,27,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.8,0.7,,,,,,,,0.1,0.1
132,LLM_L2WVU70,33,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.9,0.4,,,,,,,,0.2,0.5
133,LLM_L2WVU70,35,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.4,0.7,,,,,,,,0.2,-0.3
134,LLM_L2WVU70,37,Male,BM,1b,0,,0,,,,0.85,1,0.73,0.65,,,,,,,,-0.15,0.08
135,LLM_L2WVU70,23,Male,BM,1b,0,40,1,10,,,0.8,0.95,0.6,0.7,,,,,,,,-0.15,-0.1
136,LLM_L2WVU70,29,Male,PE,2b,0,0.4,0,0.85,,,0.6,0.7,0.5,0.3,,,,,,,,-0.1,0.2
137,LLM_L2WVU70,26,Male,PE,2b,0,20,1,90,,,0.8,0.75,0.6,0.8,,,,,,,,0.05,-0.2
138,LLM_L2WVU70,34,Female,BM,1b,0,50,1,10,,,0.75,0.9,0.84,0.65,,,,,,,,-0.15,0.19
139,LLM_L2WVU70,25,Male,BM,1b,0,0.7,1,0.1,,,0.6,0.8,0.5,0.9,,,,,,,,-0.2,-0.4
140,LLM_L2WVU70,34,Female,PE,1a,1,5,1,90,,,0.6,0.8,0.75,0.35,,,,,,,,-0.2,0.4
141,LLM_L2WVU70,37,Female,PE,1a,1,5,0,50,,,0.8,0.6,0.2,0.3,,,,,,,,0.2,-0.1
142,LLM_L2WVU70,32,Female,PE,2b,0,40,1,90,,,0.6,0.75,0.35,0.78,,,,,,,,-0.15,-0.43
143,LLM_L2WVU70,31,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
144,LLM_L2WVU70,28,Male,PE,1a,1,5,1,90,,,0.99,1,0.37,0.83,,,,,,,,-0.01,-0.46
145,LLM_L2WVU70,46,Male,BM,1b,0,0.9,1,0.1,,,0.75,0.95,0.6,0.85,,,,,,,,-0.2,-0.25
146,LLM_L2WVU70,50,Female,PE,2b,0,0.6,1,0.9,,,0.7,0.9,0.5,0.8,,,,,,,,-0.2,-0.3
147,LLM_L2WVU70,27,Female,PE,2b,0,1.2,0,1.5,,,0.76,0.68,0.9,0.85,,,,,,,,0.08,0.05
148,LLM_L2WVU70,53,Female,PE,2b,0,0.1,1,0.9,,,0.7,0.8,0.5,0.9,,,,,,,,-0.1,-0.4
149,LLM_L2WVU70,28,Male,PE,2b,0,0.5,1,90,,,0.75,0.5,0.68,0.34,,,,,,,,0.25,0.34
150,LLM_L2WVU70,50,Female,BM,1b,0,0.49,0,0.09,,,0.6,0.7,0.3,0.85,,,,,,,,-0.1,-0.55
151,LLM_L2WVU70,38,Male,BM,1b,1,45,1,10,,,0.5,0.75,0.38,0.69,,,,,,,,-0.25,-0.31
152,LLM_L2WVU70,32,Male,PE,1a,0,60,1,90,,,0.85,0.7,0.95,0.9,,,,,,,,0.15,0.05
153,LLM_L2WVU70,47,Female,PE,1a,1,0.05,1,0.9,,,0.8,1,0.2,0.6,,,,,,,,-0.2,-0.4
154,LLM_L2WVU70,36,Female,BM,2a,0,5,1,10,,,0.7,0.85,0.45,0.65,,,,,,,,-0.15,-0.2
155,LLM_L2WVU70,59,Female,BM,1b,0,2,0,,,,0.05,0.7,,0.8,,,,,,,,-0.65,
156,LLM_L2WVU70,27,Male,PE,2b,0,10,1,90,,,1,1,0.57,0.53,,,,,,,,0,0.04
157,LLM_L2WVU70,29,Female,BM,1b,0,1.8,1,10,,,0.4,0.67,0.66,0.53,,,,,,,,-0.27,0.13
158,LLM_L2WVU70,33,Female,BM,2a,0,60,1,10,,,0.85,0.8,0.7,0.8,,,,,,,,0.05,-0.1
159,LLM_L2WVU70,33,Female,BM,2a,0,80,1,10,,,0.8,0.7,0.5,0.4,,,,,,,,0.1,0.1
160,LLM_L2WVU70,38,Male,BM,1b,0,1.4,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15
161,LLM_L2WVU70,42,Male,BM,1b,0,50,1,10,,,0.67,0.85,0.45,0.93,,,,,,,,-0.18,-0.48
162,LLM_L2WVU70,47,Male,BM,1b,0,80,1,10,,,0.9,0.95,0.4,0.3,,,,,,,,-0.05,0.1
163,LLM_L2WVU70,30,Female,BM,2a,0,65,1,10,,,0.85,0.7,0.6,0.4,,,,,,,,0.15,0.2
164,LLM_L2WVU70,60,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.2,0.3,,,,,,,,0.1,-0.1
165,LLM_L2WVU70,26,Male,BM,2a,1,45,1,10,,,0.8,0.8,0.45,0.7,,,,,,,,0,-0.25
166,LLM_L2WVU70,25,Male,BM,2a,0,0.8,1,0.1,,,0.7,0.5,0.65,0.4,,,,,,,,0.2,0.25
167,LLM_L2WVU70,55,Male,PE,1a,1,5,0,5,,,0.94,0.76,0.8,0.35,,,,,,,,0.18,0.45
168,LLM_L2WVU70,49,Male,PE,1a,0,0.55,1,0.9,,,0.87,0.93,0.62,0.74,,,,,,,,-0.06,-0.12
169,LLM_L2WVU70,30,Male,PE,1a,0,0.95,0,0.45,,,0.8,1,0.7,0.85,,,,,,,,-0.2,-0.15
170,LLM_L2WVU70,24,Male,BM,1b,0,0.9,1,0.1,,,0.9,0.85,0.55,0.75,,,,,,,,0.05,-0.2
171,LLM_L2WVU70,38,Male,BM,2a,0,50,1,10,,,0.7,0.85,0.65,0.85,,,,,,,,-0.15,-0.2
172,LLM_L2WVU70,22,Male,PE,2b,0,40,1,90,,,0.75,0.6,0.8,0.5,,,,,,,,0.15,0.3
173,LLM_L2WVU70,27,Male,PE,2b,0,0.5,1,0.9,,,0.8,0.6,0.7,0.5,,,,,,,,0.2,0.2
174,LLM_L2WVU70,30,Male,PE,1a,0,9,0,80,,,0.7,1,0.65,0.95,,,,,,,,-0.3,-0.3
175,LLM_L2WVU70,25,Female,PE,1a,0,7,1,90,,,0.89,0.64,0.35,0.55,,,,,,,,0.25,-0.2
176,LLM_L2WVU70,25,Male,PE,1a,0,0.6,1,0.9,,,0.9,0.7,0.45,0.8,,,,,,,,0.2,-0.35
177,LLM_L2WVU70,46,Male,BM,1b,0,40,1,10,,,0.6,0.75,0.8,0.8,,,,,,,,-0.15,0
178,LLM_L2WVU70,50,Male,PE,2b,0,0.85,0,1.45,,,0.45,0.35,0.7,0.65,,,,,,,,0.1,0.05
179,LLM_L2WVU70,53,Female,BM,2a,0,1.4,1,0.1,,,0.8,0.7,0.6,0.5,,,,,,,,0.1,0.1
180,LLM_L2WVU70,27,Male,BM,1b,0,0.5,1,10,,,0.6,0.95,0.4,0.8,,,,,,,,-0.35,-0.4
181,LLM_L2WVU70,36,Female,PE,2b,0,1.05,1,0.9,,,0.4,0.5,0.6,0.75,,,,,,,,-0.1,-0.15
182,LLM_L2WVU70,27,Male,PE,2b,0,0.1,1,0.9,,,1,0.85,0.4,0.6,,,,,,,,0.15,-0.2
183,LLM_L2WVU70,26,Male,BM,1b,0,30,1,10,,,0.8,0.95,0.65,0.75,,,,,,,,-0.15,-0.1
184,LLM_L2WVU70,27,Female,BM,2a,0,1.5,1,0.1,,,0.8,1,0.4,0.76,,,,,,,,-0.2,-0.36
185,LLM_L2WVU70,54,Male,BM,1b,0,50,0,98,,,0.65,0.67,0.43,0.34,,,,,,,,-0.02,0.09
186,LLM_L2WVU70,35,Male,PE,2b,0,1,0,1.9,,,0.7,0.8,0.5,0.6,,,,,,,,-0.1,-0.1
187,LLM_L2WVU70,44,Female,PE,1a,0,0.55,1,0.9,,,0.96,0.93,0.82,0.78,,,,,,,,0.03,0.04
188,LLM_L2WVU70,35,Female,PE,2b,0,0.5,0,1.4,,,0.7,0.85,0.6,0.9,,,,,,,,-0.15,-0.3
189,LLM_L2WVU70,38,Male,BM,2a,0,,1,0.1,,,0,0.4,0.5,0.8,,,,,,,,-0.4,-0.3
190,LLM_L2WVU70,26,Female,BM,1b,0,40,1,10,,,0.85,0.95,0.6,0.7,,,,,,,,-0.1,-0.1
191,LLM_L2WVU70,61,Female,PE,2b,0,10,1,90,,,0.7,0.8,0.6,0.45,,,,,,,,-0.1,0.15
192,LLM_L2WVU70,50,Male,PE,1a,0,0.1,1,0.9,,,0.8,0.7,0.6,0.55,,,,,,,,0.1,0.05
193,LLM_L2WVU70,59,Male,PE,1a,1,5,1,90,,,0.87,0.84,0.63,0.55,,,,,,,,0.03,0.08
194,LLM_L2WVU70,39,Male,BM,1b,0,1,1,10,,,0.64,0.85,0.63,0.72,,,,,,,,-0.21,-0.09
195,LLM_L2WVU70,37,Male,BM,2a,0,1.5,1,0.1,,,1,0.8,0.6,0.75,,,,,,,,0.2,-0.15
196,LLM_L2WVU70,29,Male,BM,2a,0,1,0,0.3,,,0.8,0.9,0.5,0.7,,,,,,,,-0.1,-0.2
197,LLM_L2WVU70,27,Male,BM,1b,0,0.3,1,0.1,,,0.8,0.85,0.7,0.9,,,,,,,,-0.05,-0.2
198,LLM_L2WVU70,31,Male,PE,1a,0,25,1,90,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
199,LLM_L2WVU70,26,Male,PE,2b,0,0.45,1,90,,,0.3,0.75,0.6,0.8,,,,,,,,-0.45,-0.2
200,LLM_L2WVU70,35,Male,BM,2a,0,1,1,0.1,,,0.8,0.6,0.7,0.5,,,,,,,,0.2,0.2
201,LLM_L2WVU70,25,Male,BM,2a,0,0.6,1,10,,,0.85,0.9,0.35,0.4,,,,,,,,-0.05,-0.05
202,LLM_L2WVU70,25,Male,PE,1a,0,60,1,90,,,0.93,0.84,0.75,0.85,,,,,,,,0.09,-0.1
203,LLM_L2WVU70,42,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.9,0.7,0.8,,,,,,,,-0.1,-0.1
