Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
32,LLM_L2WVU70,18,Female,BM,1b,0,40,0,5,,,0.7,0.67,0.8,0.3,,,,,,,,0.03,0.5
33,LLM_L2WVU70,19,Female,BM,2a,0,50,1,10,,,0.8,1,0.7,1,,,,,,,,-0.2,-0.3
34,LLM_L2WVU70,19,Female,PE,2b,0,0.45,0,0.95,,,0.6,0.8,0.5,0.7,,,,,,,,-0.2,-0.2
35,LLM_L2WVU70,19,Female,BM,1b,0,0.35,1,10,,,0.45,0.85,0.75,0.6,,,,,,,,-0.4,0.15
36,LLM_L2WVU70,19,Male,BM,2a,0,50,1,10,,,0.68,0.43,0.72,0.82,,,,,,,,0.25,-0.1
37,LLM_L2WVU70,19,Female,PE,1a,1,5,1,90,,,0.8,-0.7,0.2,0.5,,,,,,,,1.5,-0.3
38,LLM_L2WVU70,19,Female,PE,2b,0,0.1,1,0.9,,,0.6,0.8,0.45,0.75,,,,,,,,-0.2,-0.3
39,LLM_L2WVU70,19,Male,BM,1b,0,,0,,,,0.5,0.25,0.48,0.7,,,,,,,,0.25,-0.22
40,LLM_L2WVU70,18,Male,BM,1b,0,1,1,10,,,0.96,0.95,0.84,0.75,,,,,,,,0.01,0.09
41,LLM_L2WVU70,19,Male,PE,2b,0,0.1,1,0.9,,,0.65,0.85,0.4,0.7,,,,,,,,-0.2,-0.3
42,LLM_L2WVU70,19,Female,PE,1a,0,0.35,1,0.9,,,0.6,0.7,0.84,0.94,,,,,,,,-0.1,-0.1
43,LLM_L2WVU70,21,Male,BM,2a,0,0.5,1,0.1,,,0.78,0.93,0.64,0.92,,,,,,,,-0.15,-0.28
44,LLM_L2WVU70,18,Male,BM,2a,0,50,1,10,,,0.6,0.8,0.73,0.94,,,,,,,,-0.2,-0.21
45,LLM_L2WVU70,24,Male,PE,2b,0,70,1,90,,,0.85,0.8,0.35,0.65,,,,,,,,0.05,-0.3
46,LLM_L2WVU70,21,Male,BM,1b,1,0.45,1,0.1,,,0.75,0.95,0.8,0.6,,,,,,,,-0.2,0.2
47,LLM_L2WVU70,19,Female,PE,1a,0,1.1,1,0.9,,,0.85,0.75,0.6,0.85,,,,,,,,0.1,-0.25
48,LLM_L2WVU70,18,Female,PE,2b,0,0.5,1,0.9,,,0.5,0.75,0.3,0.65,,,,,,,,-0.25,-0.35
49,LLM_L2WVU70,19,Male,PE,1a,0,0.45,1,90,,,0.8,0.75,0.5,0.6,,,,,,,,0.05,-0.1
50,LLM_L2WVU70,19,Female,BM,1b,1,45,1,10,,,0.7,0.65,0.7,0.8,,,,,,,,0.05,-0.1
51,LLM_L2WVU70,20,Female,BM,2a,0,15,1,10,,,0.8,0.7,0.3,0.4,,,,,,,,0.1,-0.1
52,LLM_L2WVU70,20,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.9,0.8,0.95,,,,,,,,0,-0.15
53,LLM_L2WVU70,19,Other,BM,1b,0,1.95,1,10,,,0.78,1,0.43,0.25,,,,,,,,-0.22,0.18
54,LLM_L2WVU70,21,Male,PE,2b,1,0.05,1,0.9,,,0.6,0.8,0.4,0.75,,,,,,,,-0.2,-0.35
55,LLM_L2WVU70,19,Male,BM,2a,0,0.5,1,0.1,,,0.86,0.83,0.7,0.84,,,,,,,,0.03,-0.14
56,LLM_L2WVU70,18,Female,BM,2a,0,0.5,1,0.1,,,0.7,0.6,0.3,0.4,,,,,,,,0.1,-0.1
57,LLM_L2WVU70,18,Female,PE,2b,0,50,1,90,,,0.85,0.75,0.6,0.3,,,,,,,,0.1,0.3
58,LLM_L2WVU70,20,Female,PE,1a,0,10,1,90,,,0.75,0.85,0.65,0.75,,,,,,,,-0.1,-0.1
59,LLM_L2WVU70,18,Female,BM,1b,0,0.9,1,10,,,0.6,0.9,0.4,0.75,,,,,,,,-0.3,-0.35
60,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,0.95,0.75,0.6,0.8,,,,,,,,0.2,-0.2
61,LLM_L2WVU70,20,Female,BM,1b,1,0.45,1,0.1,,,0.65,0.75,0.5,0.8,,,,,,,,-0.1,-0.3
62,LLM_L2WVU70,31,Female,PE,2b,0,10,1,90,,,0.6,0.75,0.5,0.8,,,,,,,,-0.15,-0.3
63,LLM_L2WVU70,18,Male,BM,2a,0,0.5,1,0.1,,,0.75,1,0.73,0.87,,,,,,,,-0.25,-0.14
64,LLM_L2WVU70,19,Female,PE,2b,0,0.1,1,0.9,,,0.6,0.85,0.4,0.7,,,,,,,,-0.25,-0.3
65,LLM_L2WVU70,19,Female,BM,1b,0,40,1,10,,,0.6,0.5,0.3,0.2,,,,,,,,0.1,0.1
66,LLM_L2WVU70,22,Male,BM,2a,0,1.5,0,0.05,,,0.8,1,0.7,1,,,,,,,,-0.2,-0.3
67,LLM_L2WVU70,20,Male,PE,1a,0,1,0,3,,,0.85,0.6,0.75,0.4,,,,,,,,0.25,0.35
68,LLM_L2WVU70,18,Female,PE,2b,0,0.1,1,0.9,,,0.85,0.75,0.63,0.45,,,,,,,,0.1,0.18
69,LLM_L2WVU70,19,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.4,0.6,,,,,,,,0.1,-0.2
70,LLM_L2WVU70,18,Male,PE,1a,0,4,1,90,,,0.5,0.79,0.39,0.86,,,,,,,,-0.29,-0.47
71,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.85,0.75,0.6,0.8,,,,,,,,0.1,-0.2
72,LLM_L2WVU70,20,Male,BM,2a,0,1,1,10,,,0.67,0.94,0.85,0.8,,,,,,,,-0.27,0.05
73,LLM_L2WVU70,20,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.98,0.3,0.8,,,,,,,,-0.23,-0.5
74,LLM_L2WVU70,22,Male,BM,1b,0,,1,0.1,,,0.1,0.55,0.74,0.83,,,,,,,,-0.45,-0.09
75,LLM_L2WVU70,19,Female,PE,2b,0,0.3,0,,,,0.75,0.5,0.6,0.8,,,,,,,,0.25,-0.2
76,LLM_L2WVU70,20,Female,PE,2b,0,10,1,90,,,0.75,1,0.4,0.6,,,,,,,,-0.25,-0.2
77,LLM_L2WVU70,19,Female,BM,1b,0,0.9,1,0.1,,,0.8,0.85,0.65,0.7,,,,,,,,-0.05,-0.05
78,LLM_L2WVU70,20,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.8,0.65,0.7,,,,,,,,0,-0.05
79,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.9,0.9,0.7,0.8,,,,,,,,0,-0.1
80,LLM_L2WVU70,19,Male,BM,1b,0,0.1,0,50,,,0.5,0.8,0.4,0.7,,,,,,,,-0.3,-0.3
81,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,0.7,0.8,0.45,0.65,,,,,,,,-0.1,-0.2
82,LLM_L2WVU70,19,Male,BM,2a,0,0.5,1,0.1,,,0.85,0.85,0.78,0.85,,,,,,,,0,-0.07
83,LLM_L2WVU70,19,Male,PE,2b,0,20,1,90,,,0.73,0.86,0.5,0.45,,,,,,,,-0.13,0.05
84,LLM_L2WVU70,19,Male,PE,1a,1,5,0,45,,,0.68,0.85,0.75,0.83,,,,,,,,-0.17,-0.08
85,LLM_L2WVU70,19,Male,BM,1b,0,30,1,10,,,0.8,0.75,0.4,0.25,,,,,,,,0.05,0.15
86,LLM_L2WVU70,19,Male,PE,2b,0,50,1,90,,,0.7,0.8,0.4,0.3,,,,,,,,-0.1,0.1
87,LLM_L2WVU70,21,Male,BM,2a,0,50,1,10,,,0.83,0.76,0.54,0.4,,,,,,,,0.07,0.14
88,LLM_L2WVU70,22,Female,BM,2a,1,45,1,10,,,0.8,0.7,0.65,0.35,,,,,,,,0.1,0.3
89,LLM_L2WVU70,18,Male,BM,1b,0,70,1,10,,,0.65,0.95,0.8,0.45,,,,,,,,-0.3,0.35
90,LLM_L2WVU70,21,Male,PE,2b,0,0.1,1,0.9,,,0.75,0.85,0.45,0.65,,,,,,,,-0.1,-0.2
91,LLM_L2WVU70,18,Male,PE,1a,0,0.5,1,0.9,,,0.2,0.4,0.65,0.7,,,,,,,,-0.2,-0.05
92,LLM_L2WVU70,18,Male,BM,1b,0,40,1,10,,,0.9,0.95,0.7,0.25,,,,,,,,-0.05,0.45
93,LLM_L2WVU70,19,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.7,,,,,,,,0.1,-0.1
94,LLM_L2WVU70,18,Male,BM,2a,1,45,1,10,,,1,1,0.6,0.7,,,,,,,,0,-0.1
95,LLM_L2WVU70,18,Male,PE,2b,0,60,1,90,,,0.4,0.75,0.7,0.3,,,,,,,,-0.35,0.4
96,LLM_L2WVU70,19,Female,BM,2a,0,50,1,10,,,0.48,0.33,0.67,0.43,,,,,,,,0.15,0.24
97,LLM_L2WVU70,20,Female,PE,2b,0,0.1,1,0.9,,,0.75,0.85,0.4,0.6,,,,,,,,-0.1,-0.2
98,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.9,0.74,0.6,0.83,,,,,,,,0.16,-0.23
99,LLM_L2WVU70,19,Female,BM,1b,0,40,1,10,,,0.65,0.75,0.5,0.85,,,,,,,,-0.1,-0.35
100,LLM_L2WVU70,19,Male,BM,2a,1,45,1,10,,,0.8,1,0.67,0.83,,,,,,,,-0.2,-0.16
101,LLM_L2WVU70,19,Female,BM,2a,0,,1,10,,,0.1,0.95,0.05,0.85,,,,,,,,-0.85,-0.8
102,LLM_L2WVU70,22,Female,BM,1b,0,50,1,10,,,0.8,0.95,0.6,0.8,,,,,,,,-0.15,-0.2
103,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,0.9,,,0.7,0.75,0.38,0.6,,,,,,,,-0.05,-0.22
104,LLM_L2WVU70,20,Male,PE,1a,0,0.55,1,0.9,,,0.6,0.8,0.75,0.93,,,,,,,,-0.2,-0.18
105,LLM_L2WVU70,20,Female,BM,1b,0,40,1,10,,,0.6,0.75,0.65,0.85,,,,,,,,-0.15,-0.2
106,LLM_L2WVU70,18,Female,BM,2a,0,50,1,10,,,0.7,0.9,0.6,0.8,,,,,,,,-0.2,-0.2
107,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.98,0.98,0.7,0.64,,,,,,,,0,0.06
108,LLM_L2WVU70,19,Female,PE,2b,0,65,1,90,,,0.8,0.7,0.4,0.3,,,,,,,,0.1,0.1
109,LLM_L2WVU70,20,Female,BM,1b,0,1.45,1,10,,,0.8,0.7,0.3,0.6,,,,,,,,0.1,-0.3
110,LLM_L2WVU70,19,Male,PE,1a,0,0.1,0,2.9,,,0.35,0.85,0.6,0.75,,,,,,,,-0.5,-0.15
111,LLM_L2WVU70,19,Female,BM,2a,1,0.45,1,0.1,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2
112,LLM_L2WVU70,19,Male,PE,2b,0,0.1,1,0.9,,,0.6,0.8,0.7,0.35,,,,,,,,-0.2,0.35
113,LLM_L2WVU70,18,Female,PE,2b,0,40,1,90,,,1,0.5,0.8,0.6,,,,,,,,0.5,0.2
114,LLM_L2WVU70,22,Male,BM,1b,0,1,1,10,,,0.8,0.95,0.6,0.75,,,,,,,,-0.15,-0.15
115,LLM_L2WVU70,19,Male,PE,1a,0,0.5,1,0.9,,,0.4,0.7,0.6,0.8,,,,,,,,-0.3,-0.2
116,LLM_L2WVU70,19,Female,BM,2a,0,0.5,0,0.05,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
117,LLM_L2WVU70,19,Male,BM,1b,0,0.36,1,0.1,,,1,0.85,0.45,0.72,,,,,,,,0.15,-0.27
118,LLM_L2WVU70,20,Male,PE,1a,0,0.55,0,0.75,,,0.95,0.9,0.8,0.65,,,,,,,,0.05,0.15
119,LLM_L2WVU70,20,Female,PE,2b,0,10,1,90,,,0.73,0.85,0.49,0.67,,,,,,,,-0.12,-0.18
120,LLM_L2WVU70,19,Male,BM,2a,0,0.5,1,0.1,,,0.8,0.8,0.7,0.6,,,,,,,,0,0.1
121,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,0.96,0.94,0.72,0.82,,,,,,,,0.02,-0.1
122,LLM_L2WVU70,19,Male,BM,2a,0,50,1,10,,,0.8,0.6,0.74,0.92,,,,,,,,0.2,-0.18
123,LLM_L2WVU70,19,Female,BM,1b,0,50,0,5,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
124,LLM_L2WVU70,19,Male,PE,2b,0,0.4,1,0.9,,,0.7,0.8,0.35,0.55,,,,,,,,-0.1,-0.2
125,LLM_L2WVU70,20,Male,BM,1b,0,1.45,1,0.1,,,0.97,0.8,0.37,0.56,,,,,,,,0.17,-0.19
126,LLM_L2WVU70,18,Male,BM,2a,0,0.5,1,0.1,,,0.6,0.7,0.4,0.8,,,,,,,,-0.1,-0.4
127,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3
128,LLM_L2WVU70,18,Male,PE,1a,1,5,0,40,,,0.9,0.6,0.3,0.7,,,,,,,,0.3,-0.4
129,LLM_L2WVU70,32,Female,BM,2a,0,1.5,1,0.1,,,0.67,1,0.8,0.9,,,,,,,,-0.33,-0.1
130,LLM_L2WVU70,44,Male,PE,1a,0,1.5,1,0.9,,,0.85,0.75,0.25,0.35,,,,,,,,0.1,-0.1
131,LLM_L2WVU70,27,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.4,0.3,,,,,,,,0.2,0.1
132,LLM_L2WVU70,33,Male,PE,1a,0,,1,90,,,0.05,0.6,0.9,0.99,,,,,,,,-0.55,-0.09
133,LLM_L2WVU70,35,Male,PE,1a,0,0.5,1,0.9,,,0.75,0.8,0.2,0.4,,,,,,,,-0.05,-0.2
134,LLM_L2WVU70,37,Male,BM,1b,1,0.45,0,0.95,,,0.9,0.8,0.75,0.65,,,,,,,,0.1,0.1
135,LLM_L2WVU70,23,Male,BM,1b,0,0.6,1,10,,,0.9,0.85,0.9,0.7,,,,,,,,0.05,0.2
136,LLM_L2WVU70,29,Male,PE,2b,1,0.05,1,0.9,,,0.63,0.85,0.6,0.74,,,,,,,,-0.22,-0.14
137,LLM_L2WVU70,26,Male,PE,2b,0,0.1,1,0.9,,,0.8,0.85,0.65,0.7,,,,,,,,-0.05,-0.05
138,LLM_L2WVU70,34,Female,BM,1b,0,0.9,1,0.1,,,0.8,0.95,0.6,0.7,,,,,,,,-0.15,-0.1
139,LLM_L2WVU70,25,Male,BM,1b,0,70,1,10,,,0.7,0.1,0.5,0.3,,,,,,,,0.6,0.2
140,LLM_L2WVU70,34,Female,PE,1a,1,5,1,90,,,0.6,0.8,0.75,0.95,,,,,,,,-0.2,-0.2
141,LLM_L2WVU70,37,Female,PE,1a,0,0.5,1,90,,,0.8,0.6,0.95,0.7,,,,,,,,0.2,0.25
142,LLM_L2WVU70,32,Female,PE,2b,0,40,0,1.5,,,0.6,0.75,0.3,0.8,,,,,,,,-0.15,-0.5
143,LLM_L2WVU70,31,Female,BM,2a,0,0.65,1,0.1,,,0.75,0.75,0.8,0.9,,,,,,,,0,-0.1
144,LLM_L2WVU70,28,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.9,0.8,,,,,,,,0.2,0.1
145,LLM_L2WVU70,46,Male,BM,1b,0,0.8,1,0.1,,,1,0.95,0.75,0.8,,,,,,,,0.05,-0.05
146,LLM_L2WVU70,50,Female,PE,2b,0,10,0,40,,,0.6,0.8,0.65,0.7,,,,,,,,-0.2,-0.05
147,LLM_L2WVU70,27,Female,PE,2b,0,45,0,2.9,,,1,0.8,0.6,0.4,,,,,,,,0.2,0.2
148,LLM_L2WVU70,53,Female,PE,2b,0,60,1,90,,,0.9,0.7,0.55,0.8,,,,,,,,0.2,-0.25
149,LLM_L2WVU70,28,Male,PE,2b,0,10,1,90,,,0.7,1,0.65,0.45,,,,,,,,-0.3,0.2
150,LLM_L2WVU70,50,Female,BM,1b,0,70,1,10,,,0.3,0.6,0.45,0.2,,,,,,,,-0.3,0.25
151,LLM_L2WVU70,38,Male,BM,1b,1,45,1,10,,,0.4,0.65,0.3,0.7,,,,,,,,-0.25,-0.4
152,LLM_L2WVU70,32,Male,PE,1a,1,5,1,90,,,0.95,0.85,0.45,0.65,,,,,,,,0.1,-0.2
153,LLM_L2WVU70,47,Female,PE,1a,1,5,1,90,,,0.85,0.8,0.6,0.7,,,,,,,,0.05,-0.1
154,LLM_L2WVU70,36,Female,BM,2a,0,1.5,1,0.1,,,0.8,0.85,0.78,0.83,,,,,,,,-0.05,-0.05
155,LLM_L2WVU70,59,Female,BM,1b,0,0.5,1,0.1,,,0.65,0.73,0.58,0.84,,,,,,,,-0.08,-0.26
156,LLM_L2WVU70,27,Male,PE,2b,0,0.1,1,0.9,,,0.6,0.85,0.4,0.7,,,,,,,,-0.25,-0.3
157,LLM_L2WVU70,29,Female,BM,1b,0,0.8,1,0.1,,,1,1,0.5,0.5,,,,,,,,0,0
158,LLM_L2WVU70,33,Female,BM,2a,0,0.4,1,0.1,,,0.8,0.9,0.7,0.9,,,,,,,,-0.1,-0.2
159,LLM_L2WVU70,33,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.7,0.6,0.8,,,,,,,,0.1,-0.2
160,LLM_L2WVU70,38,Male,BM,1b,0,,1,10,,,0.1,0.95,0.45,0.75,,,,,,,,-0.85,-0.3
161,LLM_L2WVU70,42,Male,BM,1b,0,0.7,1,10,,,0.8,0.65,0.45,0.63,,,,,,,,0.15,-0.18
162,LLM_L2WVU70,47,Male,BM,1b,0,1.9,1,10,,,0.65,0.95,0.7,0.8,,,,,,,,-0.3,-0.1
163,LLM_L2WVU70,30,Female,BM,2a,0,1,1,10,,,0.65,0.85,0.7,0.9,,,,,,,,-0.2,-0.2
164,LLM_L2WVU70,60,Male,PE,1a,0,0.5,1,0.9,,,0.1,0.7,0.9,0.8,,,,,,,,-0.6,0.1
165,LLM_L2WVU70,26,Male,BM,2a,0,0.8,1,0.1,,,0.74,0.97,0.53,0.76,,,,,,,,-0.23,-0.23
166,LLM_L2WVU70,25,Male,BM,2a,0,1,0,0.05,,,0.6,0.75,0.8,0.95,,,,,,,,-0.15,-0.15
167,LLM_L2WVU70,55,Male,PE,1a,0,,0,70,,,0,0.64,0.8,0.95,,,,,,,,-0.64,-0.15
168,LLM_L2WVU70,49,Male,PE,1a,1,5,0,7,,,0.86,0.58,0.32,0.46,,,,,,,,0.28,-0.14
169,LLM_L2WVU70,30,Male,PE,1a,0,40,0,75,,,0.8,0.65,0.5,0.8,,,,,,,,0.15,-0.3
170,LLM_L2WVU70,24,Male,BM,1b,0,1.5,0,5,,,0.75,0.85,0.65,0.75,,,,,,,,-0.1,-0.1
171,LLM_L2WVU70,38,Male,BM,2a,0,1,1,0.1,,,1,1,0.5,0.75,,,,,,,,0,-0.25
172,LLM_L2WVU70,22,Male,PE,2b,0,0.1,1,0.9,,,0.7,0.5,0.65,0.85,,,,,,,,0.2,-0.2
173,LLM_L2WVU70,27,Male,PE,2b,0,0.3,1,0.9,,,0.4,0.85,0.7,0.6,,,,,,,,-0.45,0.1
174,LLM_L2WVU70,30,Male,PE,1a,1,5,0,40,,,0.8,0.6,0.75,0.35,,,,,,,,0.2,0.4
175,LLM_L2WVU70,25,Female,PE,1a,0,9,1,90,,,0.67,0.85,0.38,0.42,,,,,,,,-0.18,-0.04
176,LLM_L2WVU70,25,Male,PE,1a,0,0.6,1,0.9,,,0.7,0.9,0.8,0.95,,,,,,,,-0.2,-0.15
177,LLM_L2WVU70,46,Male,BM,1b,0,35,1,10,,,0.9,0.85,0.65,0.75,,,,,,,,0.05,-0.1
178,LLM_L2WVU70,50,Male,PE,2b,0,60,1,90,,,0.4,0.8,0.35,0.75,,,,,,,,-0.4,-0.4
179,LLM_L2WVU70,53,Female,BM,2a,0,1.4,0,0.09,,,0.8,0.6,0.7,0.5,,,,,,,,0.2,0.2
180,LLM_L2WVU70,27,Male,BM,1b,1,0.45,1,10,,,1,1,0.75,0.85,,,,,,,,0,-0.1
181,LLM_L2WVU70,36,Female,PE,2b,0,0.4,0,0.5,,,0.8,0.8,0.6,0.8,,,,,,,,0,-0.2
182,LLM_L2WVU70,27,Male,PE,2b,0,60,1,90,,,0.3,0.8,0.7,0.5,,,,,,,,-0.5,0.2
183,LLM_L2WVU70,26,Male,BM,1b,0,1.5,1,10,,,0.95,0.98,0.8,0.75,,,,,,,,-0.03,0.05
184,LLM_L2WVU70,27,Female,BM,2a,0,1,1,0.1,,,0.85,1,0.6,0.9,,,,,,,,-0.15,-0.3
185,LLM_L2WVU70,54,Male,BM,1b,0,30,1,10,,,0.7,0.8,0.55,0.6,,,,,,,,-0.1,-0.05
186,LLM_L2WVU70,35,Male,PE,2b,0,40,1,90,,,1,0.8,0.65,0.75,,,,,,,,0.2,-0.1
187,LLM_L2WVU70,44,Female,PE,1a,0,1,1,0.9,,,0.8,0.9,0.5,0.7,,,,,,,,-0.1,-0.2
188,LLM_L2WVU70,35,Female,PE,2b,0,10,1,90,,,0.64,0.87,0.5,0.6,,,,,,,,-0.23,-0.1
189,LLM_L2WVU70,38,Male,BM,2a,0,1,1,10,,,0.5,0.4,0.75,0.8,,,,,,,,0.1,-0.05
190,LLM_L2WVU70,26,Female,BM,1b,0,70,1,10,,,0.6,0.8,0.4,0.5,,,,,,,,-0.2,-0.1
191,LLM_L2WVU70,61,Female,PE,2b,0,0.5,1,0.9,,,0.49,0.53,0.62,0.78,,,,,,,,-0.04,-0.16
192,LLM_L2WVU70,50,Male,PE,1a,0,10,1,90,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
193,LLM_L2WVU70,59,Male,PE,1a,0,0.65,1,0.9,,,0.85,0.95,0.75,0.95,,,,,,,,-0.1,-0.2
194,LLM_L2WVU70,39,Male,BM,1b,0,0.4,1,0.1,,,0.6,0.85,0.7,0.25,,,,,,,,-0.25,0.45
195,LLM_L2WVU70,37,Male,BM,2a,0,1,1,0.1,,,0.86,0.81,0.54,0.73,,,,,,,,0.05,-0.19
196,LLM_L2WVU70,29,Male,BM,2a,0,,1,10,,,0.5,0.7,0.8,0.6,,,,,,,,-0.2,0.2
197,LLM_L2WVU70,27,Male,BM,1b,0,0.4,1,0.1,,,0.96,0.98,0.7,0.5,,,,,,,,-0.02,0.2
198,LLM_L2WVU70,31,Male,PE,1a,0,0.5,0,0.4,,,0.92,0.97,0.68,0.93,,,,,,,,-0.05,-0.25
199,LLM_L2WVU70,26,Male,PE,2b,1,0.05,1,0.9,,,1,0.85,0.6,0.7,,,,,,,,0.15,-0.1
200,LLM_L2WVU70,35,Male,BM,2a,0,1,1,10,,,0.8,0.7,0.6,0.5,,,,,,,,0.1,0.1
201,LLM_L2WVU70,25,Male,BM,2a,1,0.45,1,0.1,,,0.6,0.8,0.35,0.75,,,,,,,,-0.2,-0.4
